 -0,-0.0033007,-0.23389,0.93285,-0.69896,0.0033007
-0,-0.0033006,-0.23394,0.93293,-0.69899,0.0033006
-0,-0.0033005,-0.23409,0.93318,-0.69909,0.0033005
-0,-0.0033003,-0.23433,0.93358,-0.69925,0.0033003
-0,-0.0033,-0.23466,0.93414,-0.69947,0.0033
-0,-0.0032996,-0.23509,0.93485,-0.69976,0.0032996
-0,-0.0032991,-0.23562,0.93572,-0.7001,0.0032991
-0,-0.0032986,-0.23623,0.93674,-0.70051,0.0032986
-0,-0.0032979,-0.23693,0.9379,-0.70097,0.0032979
-0,-0.0032972,-0.23772,0.93921,-0.70149,0.0032972
-0,-0.0032964,-0.2386,0.94067,-0.70207,0.0032964
-0,-0.0032954,-0.23957,0.94226,-0.7027,0.0032954
-0,-0.0032944,-0.24062,0.944,-0.70338,0.0032944
-0,-0.0032933,-0.24175,0.94586,-0.70411,0.0032933
-0,-0.0032922,-0.24297,0.94786,-0.7049,0.0032922
-0,-0.0032909,-0.24426,0.94999,-0.70573,0.0032909
-0,-0.0032895,-0.24564,0.95225,-0.70661,0.0032895
-0,-0.0032881,-0.24709,0.95463,-0.70754,0.0032881
-0,-0.0032865,-0.24862,0.95713,-0.70851,0.0032865
-0,-0.0032849,-0.25023,0.95975,-0.70952,0.0032849
-0,-0.0032832,-0.2519,0.96248,-0.71058,0.0032832
-0,-0.0032813,-0.25366,0.96533,-0.71167,0.0032813
-0,-0.0032794,-0.25548,0.96829,-0.71281,0.0032794
-0,-0.0032774,-0.25737,0.97135,-0.71398,0.0032774
-0,-0.0032753,-0.25933,0.97452,-0.71518,0.0032753
-0,-0.0032731,-0.26136,0.97778,-0.71643,0.0032731
-0,-0.0032708,-0.26345,0.98115,-0.7177,0.0032708
-0,-0.0032684,-0.26561,0.98461,-0.719,0.0032684
-0,-0.0032659,-0.26783,0.98817,-0.72034,0.0032659
-0,-0.0032633,-0.27011,0.99181,-0.7217,0.0032633
-0,-0.0032606,-0.27245,0.99554,-0.72309,0.0032606
-0,-0.0032578,-0.27485,0.99935,-0.7245,0.0032578
-0,-0.0032549,-0.27731,1.0032,-0.72594,0.0032549
-0,-0.0032519,-0.27982,1.0072,-0.7274,0.0032519
-0,-0.0032488,-0.28238,1.0113,-0.72888,0.0032488
-0,-0.0032456,-0.28501,1.0154,-0.73038,0.0032456
-0,-0.0032423,-0.28768,1.0196,-0.7319,0.0032423
-0,-0.0032389,-0.2904,1.0238,-0.73344,0.0032389
-0,-0.0032354,-0.29317,1.0282,-0.73499,0.0032354
-0,-0.0032318,-0.296,1.0325,-0.73655,0.0032318
-0,-0.003228,-0.29886,1.037,-0.73813,0.003228
-0,-0.0032242,-0.30178,1.0415,-0.73972,0.0032242
-0,-0.0032203,-0.30474,1.0461,-0.74131,0.0032203
-0,-0.0032162,-0.30774,1.0507,-0.74292,0.0032162
-0,-0.0032121,-0.31078,1.0553,-0.74453,0.0032121
-0,-0.0032078,-0.31387,1.06,-0.74615,0.0032078
-0,-0.0032034,-0.31699,1.0648,-0.74778,0.0032034
-0,-0.0031989,-0.32016,1.0696,-0.7494,0.0031989
-0,-0.0031943,-0.32336,1.0744,-0.75103,0.0031943
-0,-0.0031896,-0.3266,1.0793,-0.75266,0.0031896
-0,-0.0031848,-0.32987,1.0842,-0.75429,0.0031848
-0,-0.0031798,-0.33318,1.0891,-0.75591,0.0031798
-0,-0.0031748,-0.33652,1.0941,-0.75754,0.0031748
-0,-0.0031696,-0.3399,1.0991,-0.75916,0.0031696
-0,-0.0031643,-0.3433,1.1041,-0.76077,0.0031643
-0,-0.0031589,-0.34674,1.1091,-0.76238,0.0031589
-0,-0.0031533,-0.3502,1.1142,-0.76398,0.0031533
-0,-0.0031477,-0.3537,1.1193,-0.76558,0.0031477
-0,-0.0031419,-0.35722,1.1244,-0.76716,0.0031419
-0,-0.003136,-0.36077,1.1295,-0.76873,0.003136
-0,-0.00313,-0.36434,1.1346,-0.77029,0.00313
-0,-0.0031239,-0.36794,1.1398,-0.77184,0.0031239
-0,-0.0031176,-0.37157,1.1449,-0.77337,0.0031176
-0,-0.0031112,-0.37521,1.1501,-0.77489,0.0031112
-0,-0.0031047,-0.37888,1.1553,-0.77639,0.0031047
-0,-0.003098,-0.38257,1.1605,-0.77788,0.003098
-0,-0.0030912,-0.38628,1.1656,-0.77935,0.0030912
-0,-0.0030843,-0.39001,1.1708,-0.78079,0.0030843
-0,-0.0030773,-0.39376,1.176,-0.78222,0.0030773
-0,-0.0030701,-0.39753,1.1812,-0.78363,0.0030701
-0,-0.0030629,-0.40132,1.1863,-0.78502,0.0030629
-0,-0.0030554,-0.40512,1.1915,-0.78638,0.0030554
-0,-0.0030479,-0.40893,1.1967,-0.78773,0.0030479
-0,-0.0030402,-0.41277,1.2018,-0.78904,0.0030402
-0,-0.0030323,-0.41661,1.2069,-0.79034,0.0030323
-0,-0.0030244,-0.42047,1.2121,-0.7916,0.0030244
-0,-0.0030163,-0.42434,1.2172,-0.79284,0.0030163
-0,-0.0030081,-0.42823,1.2223,-0.79405,0.0030081
-0,-0.0029997,-0.43212,1.2274,-0.79524,0.0029997
-0,-0.0029912,-0.43603,1.2324,-0.79639,0.0029912
-0,-0.0029825,-0.43995,1.2375,-0.79752,0.0029825
-0,-0.0029737,-0.44387,1.2425,-0.79861,0.0029737
-0,-0.0029648,-0.44781,1.2475,-0.79968,0.0029648
-0,-0.0029557,-0.45175,1.2525,-0.80071,0.0029557
-0,-0.0029465,-0.45569,1.2574,-0.8017,0.0029465
-0,-0.0029372,-0.45965,1.2623,-0.80267,0.0029372
-0,-0.0029277,-0.46361,1.2672,-0.8036,0.0029277
-0,-0.002918,-0.46757,1.2721,-0.80449,0.002918
-0,-0.0029082,-0.47154,1.2769,-0.80535,0.0029082
-0,-0.0028983,-0.47552,1.2817,-0.80618,0.0028983
-0,-0.0028882,-0.47949,1.2865,-0.80696,0.0028882
-0,-0.002878,-0.48347,1.2912,-0.80771,0.002878
-0,-0.0028676,-0.48745,1.2959,-0.80842,0.0028676
-0,-0.0028571,-0.49143,1.3005,-0.80909,0.0028571
-0,-0.0028465,-0.49541,1.3051,-0.80972,0.0028465
-0,-0.0028357,-0.49939,1.3097,-0.81031,0.0028357
-0,-0.0028247,-0.50337,1.3142,-0.81087,0.0028247
-0,-0.0028136,-0.50735,1.3187,-0.81138,0.0028136
-0,-0.0028023,-0.51132,1.3232,-0.81184,0.0028023
-0,-0.0027909,-0.51529,1.3276,-0.81227,0.0027909
-0,-0.0027794,-0.51926,1.3319,-0.81265,0.0027794
-0,-0.0027677,-0.52322,1.3362,-0.81299,0.0027677
-0,-0.0027558,-0.52718,1.3405,-0.81329,0.0027558
-0,-0.0027438,-0.53113,1.3447,-0.81354,0.0027438
-0,-0.0027317,-0.53508,1.3488,-0.81374,0.0027317
-0,-0.0027194,-0.53901,1.3529,-0.8139,0.0027194
-0,-0.0027069,-0.54294,1.357,-0.81402,0.0027069
-0,-0.0026943,-0.54687,1.3609,-0.81408,0.0026943
-0,-0.0026816,-0.55078,1.3649,-0.81411,0.0026816
-0,-0.0026687,-0.55468,1.3688,-0.81408,0.0026687
-0,-0.0026556,-0.55857,1.3726,-0.814,0.0026556
-0,-0.0026424,-0.56245,1.3763,-0.81388,0.0026424
-0,-0.0026291,-0.56631,1.38,-0.81371,0.0026291
-0,-0.0026156,-0.57017,1.3837,-0.81349,0.0026156
-0,-0.0026019,-0.57401,1.3872,-0.81322,0.0026019
-0,-0.0025881,-0.57783,1.3907,-0.8129,0.0025881
-0,-0.0025742,-0.58164,1.3942,-0.81253,0.0025742
-0,-0.0025601,-0.58544,1.3975,-0.81211,0.0025601
-0,-0.0025459,-0.58922,1.4009,-0.81164,0.0025459
-0,-0.0025315,-0.59298,1.4041,-0.81112,0.0025315
-0,-0.0025169,-0.59672,1.4073,-0.81054,0.0025169
-0,-0.0025023,-0.60044,1.4104,-0.80992,0.0025023
-0,-0.0024874,-0.60414,1.4134,-0.80924,0.0024874
-0,-0.0024725,-0.60782,1.4163,-0.80851,0.0024725
-0,-0.0024574,-0.61148,1.4192,-0.80772,0.0024574
-0,-0.0024421,-0.61512,1.422,-0.80689,0.0024421
-0,-0.0024267,-0.61873,1.4247,-0.806,0.0024267
-0,-0.0024112,-0.62232,1.4274,-0.80505,0.0024112
-0,-0.0023955,-0.62589,1.4299,-0.80405,0.0023955
-0,-0.0023797,-0.62943,1.4324,-0.803,0.0023797
-0,-0.0023638,-0.63294,1.4348,-0.80189,0.0023638
-0,-0.0023477,-0.63643,1.4372,-0.80073,0.0023477
-0,-0.0023315,-0.63988,1.4394,-0.79952,0.0023315
-0,-0.0023151,-0.64331,1.4416,-0.79824,0.0023151
-0,-0.0022986,-0.64671,1.4436,-0.79692,0.0022986
-0,-0.002282,-0.65007,1.4456,-0.79554,0.002282
-0,-0.0022653,-0.65341,1.4475,-0.7941,0.0022653
-0,-0.0022484,-0.65671,1.4493,-0.7926,0.0022484
-0,-0.0022314,-0.65997,1.451,-0.79105,0.0022314
-0,-0.0022143,-0.66321,1.4527,-0.78945,0.0022143
-0,-0.0021971,-0.6664,1.4542,-0.78779,0.0021971
-0,-0.0021797,-0.66956,1.4556,-0.78607,0.0021797
-0,-0.0021623,-0.67268,1.457,-0.78429,0.0021623
-0,-0.0021447,-0.67576,1.4582,-0.78246,0.0021447
-0,-0.002127,-0.6788,1.4594,-0.78057,0.002127
-0,-0.0021092,-0.6818,1.4604,-0.77863,0.0021092
-0,-0.0020912,-0.68476,1.4614,-0.77662,0.0020912
-0,-0.0020732,-0.68768,1.4622,-0.77456,0.0020732
-0,-0.0020551,-0.69055,1.463,-0.77244,0.0020551
-0,-0.0020369,-0.69337,1.4636,-0.77027,0.0020369
-0,-0.0020185,-0.69615,1.4642,-0.76804,0.0020185
-0,-0.0020001,-0.69888,1.4646,-0.76575,0.0020001
-0,-0.0019816,-0.70157,1.465,-0.7634,0.0019816
-0,-0.001963,-0.7042,1.4652,-0.76099,0.001963
-0,-0.0019443,-0.70678,1.4653,-0.75853,0.0019443
-0,-0.0019255,-0.70931,1.4653,-0.75601,0.0019255
-0,-0.0019066,-0.71179,1.4652,-0.75343,0.0019066
-0,-0.0018877,-0.71421,1.465,-0.7508,0.0018877
-0,-0.0018687,-0.71659,1.4647,-0.74811,0.0018687
-0,-0.0018496,-0.71891,1.4643,-0.74536,0.0018496
-0,-0.0018304,-0.72117,1.4637,-0.74257,0.0018304
-0,-0.0018112,-0.72339,1.4631,-0.73972,0.0018112
-0,-0.001792,-0.72555,1.4624,-0.73682,0.001792
-0,-0.0017727,-0.72766,1.4615,-0.73387,0.0017727
-0,-0.0017534,-0.72972,1.4606,-0.73088,0.0017534
-0,-0.001734,-0.73172,1.4596,-0.72784,0.001734
-0,-0.0017146,-0.73367,1.4584,-0.72475,0.0017146
-0,-0.0016951,-0.73557,1.4572,-0.72162,0.0016951
-0,-0.0016757,-0.73742,1.4559,-0.71844,0.0016757
-0,-0.0016562,-0.73922,1.4544,-0.71523,0.0016562
-0,-0.0016367,-0.74096,1.4529,-0.71197,0.0016367
-0,-0.0016172,-0.74265,1.4513,-0.70867,0.0016172
-0,-0.0015977,-0.74429,1.4496,-0.70533,0.0015977
-0,-0.0015782,-0.74588,1.4478,-0.70195,0.0015782
-0,-0.0015588,-0.74741,1.446,-0.69854,0.0015588
-0,-0.0015393,-0.7489,1.444,-0.69509,0.0015393
-0,-0.0015198,-0.75033,1.4419,-0.6916,0.0015198
-0,-0.0015003,-0.75171,1.4398,-0.68808,0.0015003
-0,-0.0014809,-0.75304,1.4376,-0.68453,0.0014809
-0,-0.0014615,-0.75432,1.4353,-0.68095,0.0014615
-0,-0.0014421,-0.75554,1.4329,-0.67733,0.0014421
-0,-0.0014228,-0.75672,1.4304,-0.67368,0.0014228
-0,-0.0014035,-0.75785,1.4279,-0.67001,0.0014035
-0,-0.0013842,-0.75892,1.4252,-0.66631,0.0013842
-0,-0.001365,-0.75995,1.4225,-0.66257,0.001365
-0,-0.0013458,-0.76092,1.4197,-0.65882,0.0013458
-0,-0.0013267,-0.76184,1.4169,-0.65503,0.0013267
-0,-0.0013076,-0.76272,1.4139,-0.65123,0.0013076
-0,-0.0012886,-0.76354,1.4109,-0.64739,0.0012886
-0,-0.0012697,-0.76432,1.4079,-0.64354,0.0012697
-0,-0.0012508,-0.76505,1.4047,-0.63966,0.0012508
-0,-0.001232,-0.76572,1.4015,-0.63577,0.001232
-0,-0.0012133,-0.76635,1.3982,-0.63185,0.0012133
-0,-0.0011946,-0.76693,1.3948,-0.62791,0.0011946
-0,-0.001176,-0.76747,1.3914,-0.62395,0.001176
-0,-0.0011576,-0.76795,1.3879,-0.61998,0.0011576
-0,-0.0011391,-0.76839,1.3844,-0.61599,0.0011391
-0,-0.0011208,-0.76878,1.3808,-0.61198,0.0011208
-0,-0.0011026,-0.76912,1.3771,-0.60796,0.0011026
-0,-0.0010845,-0.76942,1.3733,-0.60392,0.0010845
-0,-0.0010664,-0.76967,1.3695,-0.59987,0.0010664
-0,-0.0010485,-0.76987,1.3657,-0.59581,0.0010485
-0,-0.0010306,-0.77003,1.3618,-0.59174,0.0010306
-0,-0.0010129,-0.77015,1.3578,-0.58765,0.0010129
-0,-0.00099527,-0.77022,1.3538,-0.58355,0.00099527
-0,-0.00097775,-0.77025,1.3497,-0.57944,0.00097775
-0,-0.00096035,-0.77023,1.3456,-0.57533,0.00096035
-0,-0.00094305,-0.77017,1.3414,-0.5712,0.00094305
-0,-0.00092587,-0.77006,1.3371,-0.56707,0.00092587
-0,-0.00090881,-0.76991,1.3328,-0.56293,0.00090881
-0,-0.00089187,-0.76973,1.3285,-0.55879,0.00089187
-0,-0.00087506,-0.7695,1.3241,-0.55464,0.00087506
-0,-0.00085836,-0.76922,1.3197,-0.55049,0.00085836
-0,-0.0008418,-0.76891,1.3152,-0.54633,0.0008418
-0,-0.00082536,-0.76856,1.3107,-0.54217,0.00082536
-0,-0.00080905,-0.76817,1.3062,-0.538,0.00080905
-0,-0.00079287,-0.76774,1.3016,-0.53384,0.00079287
-0,-0.00077683,-0.76727,1.2969,-0.52967,0.00077683
-0,-0.00076092,-0.76676,1.2923,-0.52551,0.00076092
-0,-0.00074515,-0.76621,1.2876,-0.52134,0.00074515
-0,-0.00072951,-0.76563,1.2828,-0.51718,0.00072951
-0,-0.00071402,-0.76501,1.278,-0.51302,0.00071402
-0,-0.00069867,-0.76436,1.2732,-0.50886,0.00069867
-0,-0.00068346,-0.76367,1.2684,-0.50471,0.00068346
-0,-0.00066839,-0.76295,1.2635,-0.50056,0.00066839
-0,-0.00065347,-0.76219,1.2586,-0.49641,0.00065347
-0,-0.0006387,-0.7614,1.2537,-0.49227,0.0006387
-0,-0.00062407,-0.76057,1.2487,-0.48814,0.00062407
-0,-0.0006096,-0.75972,1.2437,-0.48402,0.0006096
-0,-0.00059527,-0.75883,1.2387,-0.4799,0.00059527
-0,-0.0005811,-0.75792,1.2337,-0.47579,0.0005811
-0,-0.00056708,-0.75697,1.2287,-0.47169,0.00056708
-0,-0.00055321,-0.75599,1.2236,-0.46761,0.00055321
-0,-0.0005395,-0.75499,1.2185,-0.46353,0.0005395
-0,-0.00052594,-0.75396,1.2134,-0.45947,0.00052594
-0,-0.00051254,-0.7529,1.2083,-0.45542,0.00051254
-0,-0.0004993,-0.75181,1.2032,-0.45138,0.0004993
-0,-0.00048622,-0.7507,1.1981,-0.44736,0.00048622
-0,-0.00047329,-0.74957,1.1929,-0.44335,0.00047329
-0,-0.00046053,-0.74841,1.1878,-0.43936,0.00046053
-0,-0.00044793,-0.74723,1.1826,-0.43538,0.00044793
-0,-0.00043548,-0.74602,1.1775,-0.43143,0.00043548
-0,-0.00042321,-0.7448,1.1723,-0.42749,0.00042321
-0,-0.00041109,-0.74355,1.1671,-0.42357,0.00041109
-0,-0.00039914,-0.74229,1.162,-0.41967,0.00039914
-0,-0.00038736,-0.74101,1.1568,-0.4158,0.00038736
-0,-0.00037574,-0.73971,1.1516,-0.41194,0.00037574
-0,-0.00036428,-0.73839,1.1465,-0.40811,0.00036428
-0,-0.00035299,-0.73705,1.1414,-0.4043,0.00035299
-0,-0.00034187,-0.7357,1.1362,-0.40052,0.00034187
-0,-0.00033092,-0.73434,1.1311,-0.39676,0.00033092
-0,-0.00032014,-0.73297,1.126,-0.39304,0.00032014
-0,-0.00030952,-0.73158,1.1209,-0.38933,0.00030952
-0,-0.00029908,-0.73018,1.1158,-0.38566,0.00029908
-0,-0.0002888,-0.72877,1.1108,-0.38202,0.0002888
-0,-0.0002787,-0.72735,1.1058,-0.37841,0.0002787
-0,-0.00026876,-0.72593,1.1008,-0.37483,0.00026876
-0,-0.000259,-0.7245,1.0958,-0.37128,0.000259
-0,-0.00024941,-0.72306,1.0908,-0.36777,0.00024941
-0,-0.00024,-0.72162,1.0859,-0.36429,0.00024
-0,-0.00023075,-0.72017,1.081,-0.36085,0.00023075
-0,-0.00022168,-0.71872,1.0762,-0.35744,0.00022168
-0,-0.00021278,-0.71727,1.0714,-0.35408,0.00021278
-0,-0.00020406,-0.71582,1.0666,-0.35075,0.00020406
-0,-0.00019551,-0.71438,1.0618,-0.34746,0.00019551
-0,-0.00018714,-0.71293,1.0572,-0.34422,0.00018714
-0,-0.00017895,-0.71149,1.0525,-0.34102,0.00017895
-0,-0.00017092,-0.71005,1.0479,-0.33787,0.00017092
-0,-0.00016308,-0.70862,1.0434,-0.33475,0.00016308
-0,-0.00015541,-0.7072,1.0389,-0.33169,0.00015541
-0,-0.00014792,-0.70578,1.0345,-0.32868,0.00014792
-0,-0.00014061,-0.70437,1.0301,-0.32571,0.00014061
-0,-0.00013348,-0.70298,1.0258,-0.32279,0.00013348
-0,-0.00012653,-0.7016,1.0215,-0.31993,0.00012653
-0,-0.00011975,-0.70023,1.0174,-0.31712,0.00011975
-0,-0.00011315,-0.69888,1.0132,-0.31437,0.00011315
-0,-0.00010674,-0.69754,1.0092,-0.31167,0.00010674
-0,-0.0001005,-0.69622,1.0052,-0.30902,0.0001005
-0,-9.445e-05,-0.69492,1.0014,-0.30644,9.445e-05
-0,-8.8578e-05,-0.69365,0.99756,-0.30392,8.8578e-05
-0,-8.2888e-05,-0.69239,0.99385,-0.30146,8.2888e-05
-0,-7.738e-05,-0.69116,0.99022,-0.29906,7.738e-05
-0,-7.2056e-05,-0.68995,0.98667,-0.29673,7.2056e-05
-0,-6.6916e-05,-0.68877,0.98322,-0.29446,6.6916e-05
-0,-6.1959e-05,-0.68761,0.97987,-0.29226,6.1959e-05
-0,-5.7188e-05,-0.68648,0.97661,-0.29013,5.7188e-05
-0,-5.2602e-05,-0.68539,0.97345,-0.28806,5.2602e-05
-0,-4.8202e-05,-0.68433,0.9704,-0.28608,4.8202e-05
-0,-4.3989e-05,-0.6833,0.96745,-0.28416,4.3989e-05
-0,-3.9963e-05,-0.6823,0.96462,-0.28232,3.9963e-05
-0,-3.6125e-05,-0.68134,0.96189,-0.28055,3.6125e-05
-0,-3.2476e-05,-0.68042,0.95928,-0.27886,3.2476e-05
-0,-2.9016e-05,-0.67953,0.95679,-0.27725,2.9016e-05
-0,-2.5746e-05,-0.67869,0.95442,-0.27573,2.5746e-05
-0,-2.2667e-05,-0.67789,0.95217,-0.27428,2.2667e-05
-0,-1.978e-05,-0.67713,0.95005,-0.27292,1.978e-05
-0,-1.7085e-05,-0.67641,0.94805,-0.27164,1.7085e-05
-0,-1.4584e-05,-0.67575,0.94619,-0.27045,1.4584e-05
-0,-1.2277e-05,-0.67512,0.94447,-0.26934,1.2277e-05
-0,-1.0165e-05,-0.67455,0.94288,-0.26833,1.0165e-05
-0,-8.249e-06,-0.67402,0.94143,-0.2674,8.249e-06
-0,-6.5301e-06,-0.67355,0.94012,-0.26657,6.5301e-06
-0,-5.0093e-06,-0.67313,0.93896,-0.26583,5.0093e-06
-0,-3.6875e-06,-0.67276,0.93794,-0.26519,3.6875e-06
-0,-2.5659e-06,-0.67244,0.93708,-0.26464,2.5659e-06
-0,-1.6455e-06,-0.67218,0.93637,-0.26419,1.6455e-06
-0,-9.2747e-07,-0.67198,0.93581,-0.26383,9.2747e-07
-0,-4.1307e-07,-0.67183,0.93541,-0.26358,4.1307e-07
-0,-1.0349e-07,-0.67174,0.93517,-0.26343,1.0349e-07
0,2.7978e-14,-0.67171,0.93509,-0.26338,-2.8062e-14
